Datetime,Tweet Id,Text
2020-07-02 08:00:00+00:00,1278599290127101959,"Here it is! Enjoy our brand new #WeBuiltThisCity episode with @MrVikas - author, CEO, speaker, game-changer https://t.co/bFQOA7iRON #WBTC https://t.co/M6rRC25EQP"
2020-07-02 15:24:27+00:00,1278711137475997697,"🔥 #WBTC, the most popular tokenized version of Bitcoin, continues to swell  https://t.co/WIzV6LP23b"
2020-07-02 08:00:07+00:00,1278599317272625158,".@MrVikas started his first ever business aged just 14 selling websites, and he's now the CEO of Swiscot Group, Professor of Entrepreneurship at @MITSloan and a philanthropic game-changer. He's also our latest #WBTC guest - please enjoy https://t.co/QRzFIcwJhx #WBTC https://t.co/E9hYGoShLU"
2020-07-02 15:36:27+00:00,1278714159937568768,"Wrapped #Bitcoin'in Piyasa Değeri 80 Milyon Doları Geçti
#BitcoinHaberleri #Btc #WBTC #WrappedBitcoin 

Haber Detayları İçin : https://t.co/QiuFeYQbZ3 https://t.co/CyRKViH2RY"
2020-07-03 17:55:06+00:00,1279111438389444608,"Where I’m currently earning some sort of yield:

#Tomo 
#Rune
#Atom
#Tezos
#WBTC
#BAT
#ETH
#TRX
#ONE
#ZEN"
2020-07-03 04:41:55+00:00,1278911827896946688,"There Is Over 12 Times More Bitcoin On Ethereum Than Bitcoin's Own Lightning Network
#Bitcoin #BTC #Ethereum #ETH #WBTC https://t.co/ZZD3yAV4NC"
2020-07-03 19:16:05+00:00,1279131820823642112,"Throughout #June, the #amount of #tokenized #bitcoin on #Ethereum, the #bulk of it in #WBTC, a #special #ERC2 #token known as “#wrapped #bitcoin,” #soared from 5,200 #BTC to 11,682 #BTC,

https://t.co/ApacijdYNX"
2020-07-03 19:16:03+00:00,1279131811260628995,"Throughout #June, the #amount of #tokenized #bitcoin on #Ethereum, the #bulk of it in #WBTC, a #special #ERC2 #token known as “#wrapped #bitcoin,” #soared from 5,200 #BTC to 11,682 #BTC,

https://t.co/ryfkzEluEp"
2020-07-03 19:16:07+00:00,1279131828234878980,"Throughout #June, the #amount of #tokenized #bitcoin on #Ethereum, the #bulk of it in #WBTC, a #special #ERC2 #token known as “#wrapped #bitcoin,” #soared from 5,200 #BTC to 11,682 #BTC,

https://t.co/675dDbchxw"
2020-07-04 22:14:53+00:00,1279539202091298819,"BitTalks: DeFi &amp; Stablecoins 
 https://t.co/YQZi36WxkD

#ETH #DAI #USDC #WBTC #ZRX #REP #SNX #MKR #COMP #BAT #BTC
#Portugues #Brasil https://t.co/8uYMIazDQE"
2020-07-04 23:02:47+00:00,1279551258706145280,"170 #WBTC ($1,565,695) transferred from #ddex to anonymous wallet

Tx: https://t.co/oK1ZHOETeE"
2020-07-04 23:05:19+00:00,1279551895997046784,"414 #WBTC ($3,792,980) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/WpDcB5TiWw"
2020-07-04 23:05:19+00:00,1279551894638039040,"414 #WBTC ($3,792,980) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/Al61yeiece"
2020-07-05 11:25:03+00:00,1279738053553205254,"Are you a current WBTC learner, or have you left us in the last year?

Tell a friend about our Great Start programme and receive £100 💷 (they must stay on the programme for at least 6 weeks). 

Find out more about the programme: https://t.co/JxXYZW0NQZ

#WBTC #Newbury #Berkshire https://t.co/GaZtaQ30fC"
2020-07-05 09:11:35+00:00,1279704468771057665,"203 #WBTC ($1,847,676) transferred from #ddex to anonymous wallet

Tx: https://t.co/lWg7XhAOa1"
2020-07-05 09:05:24+00:00,1279702912168374272,"203 #WBTC ($1,849,583) transferred from anonymous wallet to #ddex

Tx: https://t.co/prspS1BD7i"
2020-07-06 19:57:05+00:00,1280229301863034880,"⚡️ CoinList has minted 80% of all outstanding $WBTC

We supply all major #DEX, #MarketMakers, and #DeFi protocols, and are the only place where #BTC &lt;&gt; #WBTC is always 1 for 1. No bid/offer to cross. Just a 0.25% fee to wrap/unwrap. 

Get your WBTC today: https://t.co/Ud5pZWsQRU"
2020-07-06 18:24:44+00:00,1280206060272390145,"📈 How to use $WBTC to earn interest on @compoundfinance 

People currently holding $BTC can easily wrap their #BTC into WBTC on CoinList and then deposit it into a #Compound lending pool.

Learn more 👉 https://t.co/QdbSvF0Hsz 

#Crypto #DeFi #WBTC #COMP"
2020-07-06 23:14:35+00:00,1280279005099290624,"For #BTC hodlers, the #DeFi process is a huge pain - especially if using #ETH based assets like #WBTC - have to switch between my wallet, exchange, metamask and uniswap... Definitely need to see some ease of use here before we see mass market adoption. https://t.co/o5pNtD572G"
2020-07-06 21:41:43+00:00,1280255633955184642,"@scott_lew_is @cristpereirag @Mariandipietra @criptobastardo @defipulse Hi @scott_lew_is,
Is it possible that you are counting the value locked in #WBTC twice?
It seems that you are counting 1) the #BTC locked to obtain WBTC and 2) then counting again the WBTC locked in @MakerDAO or @compoundfinance (even though it is the same original BTC)"
2020-07-06 13:00:15+00:00,1280124401875185665,"24-hour Top 5 Token Volumes (excl.ETH) on - @KyberNetwork 06 Jul '20:
🥇 1) #DAI: $1,292,965
🥈 2) #KNC: $1,054,316
🥉 3) #USDC: $1,026,666
🏅 4) #WBTC: $428,998
🏅 5) #USDT: $329,734"
2020-07-06 13:18:52+00:00,1280129086430601217,"@criptobastardo @cristpereirag @Mariandipietra Acá está mi opinión y lo que yo encontré. Efectivamente creo que está mal contabilizado.
El ejemplo más claro es el caso de #WBTC"
2020-07-07 13:00:17+00:00,1280486797697564676,"ETAuto | Buses back on roads, but cabs vanish in Kolkata #CabsInKolkata #Taxi #FareRevision #KolkataPublicTransport #BusServiceInKolkata #Wbtc #StateTransportUndertakings #CovidLockdown https://t.co/EE3EOeMyh6"
2020-07-07 14:19:30+00:00,1280506734247907328,"How do I redeem #wBTC for #BTC?

Asking for a friend."
2020-07-07 11:12:03+00:00,1280459560592039939,"Summer Programme is back! ☀️

We'll be holding weekly sessions at our training centre which includes:

☀️ Confidence building 
☀️ CV writing 
☀️ Interview prep
☀️ Making applications 

Find out more or to sign up: natalie.elliott@wbtc-uk.com

#Newbury  #WBTC #SummerProgramme https://t.co/zWGYpdqull"
2020-07-07 20:33:04+00:00,1280600744316428288,#Markets #BitGo #Ethereum #Bitcoin #wBTC Nearly $60M in Bitcoin Moved to Ethereum in June https://t.co/RwKgouQoLJ https://t.co/GtfTAe7NIW
2020-07-07 23:55:59+00:00,1280651809225240577,"543 #WBTC ($5,030,313) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/nsTESsC7FJ"
2020-07-08 14:08:38+00:00,1280866386118610944,"Tomorrow we've got the fantastic @EamonnONeal on our #WeBuiltThisCity podcast, High Sheriff of Greater Manchester and one of our city's most celebrated media professionals. Tune in from 9am tomorrow https://t.co/ZweQwTCAWD #WBTC https://t.co/hgBc9zNfse"
2020-07-08 22:54:19+00:00,1280998677713006593,"269 #WBTC ($2,550,615) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/35M5WXbEkN"
2020-07-08 14:09:57+00:00,1280866716403273728,"Tomorrow we're launching our brand new #WeBuiltThisCity episode with @EamonnONeal, High Sheriff of Greater Manchester and CEO of @StAnnsHospice. Get ready to hear from a man who's not afraid of failure. Tune in tomorrow from 9am https://t.co/QRzFIcwJhx #WBTC https://t.co/4vueIm0A76"
2020-07-08 19:38:01+00:00,1280949276571508737,"En seulement 6 jours, 22M$ ont été transférés / amputés de la capitalisation de #bitcoin à destination de la #Defi. Ce WBTC (aka bitcoin Frankenstein) commence à prendre de la place. Affaire à suivre !

▷ Cap. #WBTC: 103M
▷ Cap. #LightningNetwork: 9.4M
https://t.co/jglHfAwwCn https://t.co/mvlfyi791x"
2020-07-09 11:31:03+00:00,1281189116802215939,"When @EamonnONeal was appointed High Sheriff, he never expected that #COVID19 would interrupt his induction ceremony. Nevertheless, he now holds the title of the only High Sheriff ever to be installed via Zoom! Have a listen https://t.co/QRzFIcwJhx #WBTC https://t.co/KNZB017Fxm"
2020-07-09 15:38:09+00:00,1281251301247143948,"The Wrapped Bitcoin (WBTC) wallet $WBTC is now open. BTC-WBTC, ETH-WBTC and USDT-WBTC markets will begin trading shortly on https://t.co/wZa9uPsJPe. For more information visit: https://t.co/mPXjPKaWO4 @WrappedBTC #WBTC #BGListings https://t.co/qrQX7FNd40"
2020-07-09 07:50:58+00:00,1281133733249155074,"Today's #WBTC guest is @EamonnONeal, a media powerhouse who started as a teacher before moving to a presenter role at @ITV and @BBC and then becoming MD of the @MENNewsDesk. And we've only just scratched the surface. Hear about his exceptional career here https://t.co/QRzFIcwJhx https://t.co/zEcrhfBU1E"
2020-07-09 02:15:40+00:00,1281049351322771457,"wBTC launched with 70BTC

It's centralized with @BitGo 

$102.5M locked in USD today 

#wbtc #defi #btc #eth https://t.co/y0swW3e7dI"
2020-07-09 15:02:08+00:00,1281242236940881922,"🤑⚠ New coin listing: $WBTC on Bittrex exchange
#WBTC #listing #Bittrex #cryptoexchange #cryptocurrency"
2020-07-09 07:48:31+00:00,1281133116237774849,"Good morning and happy #WeBuiltThisCity day! Tune in to today's episode with @EamonnONeal, Greater Manchester's High Sheriff, @StAnnsHospice CEO and local media legend. Enjoy! https://t.co/Dwj6c6GNsC #WBTC https://t.co/4D6xuDyqwl"
2020-07-09 17:22:21+00:00,1281277523649691648,"180 #WBTC ($1,656,195) transferred from #ddex to #Aave: Lending Pool Core

Tx: https://t.co/RZO7YmSTdS"
2020-07-09 11:00:07+00:00,1281181331125342208,"If there's one thing we hope you take inspiration from when listening to our latest #WBTC podcast, it's the importance of not letting fear stand in your way. Hear what @EamonnONeal has to say https://t.co/ByyMZtDmv2 #WBTC https://t.co/37tucc6rhm"
2020-07-09 21:35:59+00:00,1281341354296012802,@balajis @leashless The wrapper is often more interesting than the wrapped. #wBTC
2020-07-09 18:14:08+00:00,1281290557159903235,"234 #WBTC ($2,151,466) transferred from #Aave: Lending Pool Core to #ddex

Tx: https://t.co/dfrOjH4VY7"
2020-07-10 16:01:50+00:00,1281619648946024450,"BTC-WBTC, ETH-WBTC and USDT-WBTC markets are now open for trading on https://t.co/wZa9uPsJPe. For more information about $WBTC visit: https://t.co/mPXjPKaWO4 @WrappedBTC #WBTC #BGListings https://t.co/ssDxREFHuo"
2020-07-10 15:51:08+00:00,1281616955107979265,"Love #ETH and @UniswapProtocol 💸⚔ but not going to happen 👇 #BTC
Rather Hedge, Retirement, Mutual funds and #ETFs getting paper or synthetic derivative bitcoin contracts #WBTC #sBTC instead of #Bitcoin
Same investors with unconvertible paper #gold contracts instead of physical https://t.co/l6JLGpc4Jr"
2020-07-10 07:25:20+00:00,1281489669260075010,"200 #WBTC ($1,833,897) transferred from #ddex to #Aave: Lending Pool Core

Tx: https://t.co/pfu6ZDzaXO"
2020-07-10 04:52:55+00:00,1281451310949138434,"543 #WBTC ($4,969,360) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/0ABv1uK6Cf"
2020-07-10 13:04:20+00:00,1281574978937389062,"@haydenzadams There is no democracy in #bitcoin 

it’s inmutable, unchangeable 

It doesn’t care about your opinion

You can chance it’s shape (i.e #WBTC) and make it faster on Ethereum

But you cannot change it’s core

That’s why I love #Bitcoin"
2020-07-11 07:55:01+00:00,1281859525281296385,"As major liquidity mining updates were launched in #DeFi throughout June, Wrapped Bitcoin was poised to benefit from this frenzy. 

Daily active addresses jumped by 5x within 5 days following the release of the yield farming partnership between #Ren, #Curve and #Synthetix.
#WBTC https://t.co/PgKeTUW0JG"
2020-07-11 21:13:26+00:00,1282060453724786694,"epic ADD :)))

#ethereum
#bitcoin 
#btc
#wbtc
#eth
 :)))))) 

DO MORE !!! :)))) https://t.co/j9Rj1SFhBF"
2020-07-11 03:01:04+00:00,1281785552694439939,A mother's love encompasses all. #wbtc
2020-07-12 22:25:11+00:00,1282440899658543104,"WBTC now has a Base market @ https://t.co/Ec3Y2fUN4c
Trading on the WBTC Market against
ETH, USDT, DAI and GHOST
#WBTC #GHOST #USDT #DAI #ETH

@cctip_io draw 0.005 ETH 500 #WBTC https://t.co/3a2QIOstjh"
2020-07-12 06:27:25+00:00,1282199868325257218,Let's make our own miracles... everyday. #wbtc
2020-07-12 04:07:52+00:00,1282164748033748993,"Can people ride airplanes even though they can't ride taxis? 😭😭😭 
#wbtc"
2020-07-12 11:45:06+00:00,1282279816989990912,"Our latest #WBTC guest, @EamonnONeal, was the first High Sheriff of Greater Manchester to ever get installed via Zoom - what an accolade! Hear about his time as High Sheriff and his incredible career right here https://t.co/IRHeHo8wN4 https://t.co/2cZXbkh972"
2020-07-12 22:23:00+00:00,1282440347323432961,#wbtc https://t.co/rj5VU3TxFg
2020-07-12 15:50:39+00:00,1282341612245278723,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[BTC-WBTC]-100.00%0.000000000
[BTC-VRA]12.50%0.000000090

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-13 17:28:10+00:00,1282728541566771200,"#Compound Protocol Approves 40% Collateral Factor for Wrapped Bitcoin 

BY: Aisshwarya Tiwari

https://t.co/XMSWQPGnS8 #Altcoin #DeFi #WBTC #WrappedBitcoin https://t.co/tmuyDzfD2j"
2020-07-13 15:21:26+00:00,1282696646854230016,"Compound Adds Support For #Bitcoin-Provided #WBTC #Token.#trycrypto
https://t.co/sPUDe1mpzz https://t.co/h6rpWlrdYP"
2020-07-13 13:24:07+00:00,1282667123572187136,"A #proposal by #Alameda #Research last #week to #increase the #collateral for #Wrapped #Bitcoin (#WBTC) to 40 #percent was passed today,

https://t.co/lvjQvXeJIQ"
2020-07-13 12:41:12+00:00,1282656321830113281,"Wrapped #Bitcoin (#WBTC) can now be used as #collateral on the #Ethereum-#based #Compound #protocol. #Compound recently,

https://t.co/jav6X1NJng"
2020-07-13 04:34:20+00:00,1282533798853226498,"119 #WBTC ($1,110,092) transferred from anonymous wallet to #Aave: Lending Pool Core

Tx: https://t.co/OynkpGmTmK"
2020-07-13 16:55:34+00:00,1282720336287395841,"@arcivanov Also the proposal initially came out with 65% #WBTC collateralization ratio, which was discussed in their discord channels and failed in vote. Then the 40% proposal was introduced and it got passed."
2020-07-13 02:54:39+00:00,1282508711185924098,#wbtc https://t.co/2l6Pe7MVb5
2020-07-13 21:15:43+00:00,1282785802733252608,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]241.26%136.162561830
[BTC-SPND]-10.00%0.000000090
[USD-DOGE]7.84%0.003300000
[USDT-NPXS]-5.43%0.000204750

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-13 21:20:41+00:00,1282787053487288320,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]-38.75%83.400000000
[BTC-GAME]37.32%0.000010450
[BTC-PTOY]17.89%0.000001120
[BTC-SPND]11.11%0.000000100
[BTC-XHV]-7.21%0.000243990

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-13 19:27:18+00:00,1282758521600331777,"Wrapped Bitcoin (WBTC) kan nu worden gebruikt op Compound, het populaire leenprotocol op Ethereum #Crypto_Journaal #Wrapped #Bitcoin #WBTC #Compound #DeFi  https://t.co/a9AAMbIymV"
2020-07-13 04:16:37+00:00,1282529338731175936,@The_Logic1 @PrabuCrypt @cctip_io @WrappedBTC @nurseML1975 @Eternal_Casino @GhostbyMcAfee @NickOrigin @SwitchAg #Wbtc
2020-07-13 13:24:05+00:00,1282667112733999105,"A #proposal by #Alameda #Research last #week to #increase the #collateral for #Wrapped #Bitcoin (#WBTC) to 40 #percent was passed today,

https://t.co/WBVa3hWTOX"
2020-07-13 12:41:10+00:00,1282656312711675906,"Wrapped #Bitcoin (#WBTC) can now be used as #collateral on the #Ethereum-#based #Compound #protocol. #Compound recently,

https://t.co/r1WNRSRDI9"
2020-07-13 07:41:02+00:00,1282580781773344768,#WBTC https://t.co/RLZO2i41YQ
2020-07-13 21:25:40+00:00,1282788308691505152,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]-54.32%38.100000340
[BTC-GAME]-17.70%0.000008600
[BTC-HYC]11.11%0.000000500

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-13 13:24:10+00:00,1282667134078849024,"A #proposal by #Alameda #Research last #week to #increase the #collateral for #Wrapped #Bitcoin (#WBTC) to 40 #percent was passed today,

https://t.co/REFNxGyfXp"
2020-07-13 12:41:14+00:00,1282656329300168704,"Wrapped #Bitcoin (#WBTC) can now be used as #collateral on the #Ethereum-#based #Compound #protocol. #Compound recently,

https://t.co/j2WpO2A5zJ"
2020-07-14 10:13:08+00:00,1282981449369440257,"800 #WBTC ($7,348,759) transferred from #Nexo: Wallet to #Aave: Lending Pool Core

Tx: https://t.co/qfnwhUTdtn"
2020-07-14 15:05:21+00:00,1283054984767078400,"543 #WBTC ($5,002,783) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/ms4Ll1Njaf"
2020-07-14 06:34:56+00:00,1282926537151586304,#wbtc https://t.co/EdDj8nWpU5
2020-07-14 21:30:43+00:00,1283151968098086914,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[BTC-WBTC]5.61%1.028877660"
2020-07-14 19:30:43+00:00,1283121768517873669,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]18.83%59.412830000

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-14 21:15:37+00:00,1283148165915586562,#WBTC https://t.co/qSwvzzzaUm
2020-07-14 21:00:43+00:00,1283144419542134784,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]-35.20%38.500000000
[BTC-XMY]-7.69%0.000000120

【30%以上】大変動です！！
#拡散希望"
2020-07-14 09:05:03+00:00,1282964316300468228,#wbtc https://t.co/zFOfEqTuT9
2020-07-14 06:36:03+00:00,1282926815099662338,#wbtc https://t.co/x6rJajP7aj
2020-07-15 23:34:44+00:00,1283545564253126664,#wbtc https://t.co/xNhA5gOWu8
2020-07-15 23:10:45+00:00,1283539528037232640,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[USDT-WBTC]-100.00%0.000000000
[BTC-DNT]-5.06%0.000000750

【30%以上】大変動です！！
#拡散希望"
2020-07-15 06:41:27+00:00,1283290561936601093,#wbtc https://t.co/VypTjO1Y53
2020-07-16 21:04:08+00:00,1283870054736691201,"In this video, we explore the #wBTC bridge between #bitcoin and #ethereum. Is wBTC bringing a new wave of capital and longevity to the #DeFi space?

https://t.co/fI121iNOfC"
2020-07-16 13:51:42+00:00,1283761229714972672,"11/11 Ranking: #BTC-Pegged Token
- 7 BTC-pegged tokens listed: #WBTC,#renBTC,#sBTC,#HBTC,#imBTC,#BTC++,#pBTC (more to come)
https://t.co/L3pi8fHVtm https://t.co/XYz1JYVBpM"
2020-07-16 07:57:01+00:00,1283671968127111170,"Today's #WeBuiltThisCity guest is @SirRichardLeese, leader of @ManCityCouncil for the last 24 years and the man who's been instrumental in turning #Manchester into the world-leading city that we're all proud of today. Listen here https://t.co/QRzFIcwJhx #WBTC https://t.co/P50RC7slpW"
2020-07-16 08:19:03+00:00,1283677512162332672,"Another brilliant episode of #WBTC, this week with @SirRichardLeese 👏🏽 Tune in this morning! https://t.co/959lxOgNB0"
2020-07-16 08:00:00+00:00,1283672719909965825,"Here it is, our brand new #WeBuiltThisCity episode with Leader of @ManCityCouncil, @SirRichardLeese. Hear how he plans to pull the city through #COVID, making it stronger and more formidable than ever before. Listen here https://t.co/GHKRmiC1fx #WBTC https://t.co/gQvXq10hYs"
2020-07-16 11:27:05+00:00,1283724834980192257,Innovation comes from interaction. Such a strong quote and something I truly believe. Hear from our latest #WeBuiltThisCity guest about the importance of coming together to make magic https://t.co/QRzFIcwJhx #WBTC @SirRichardLeese https://t.co/kCXFTkDvup
2020-07-16 13:49:01+00:00,1283760554176319488,"ZenGo ❤️ WBTC

You can now earn interest while gaining #BTC price exposure:

1. Swap BTC (or any other asset) for @WrappedBTC
2. Put your #WBTC in a ZenGo Savings account in 1 tap 
3. Earn interest via @compoundfinance

Here’s how you can use WBTC in ZenGo
https://t.co/ufSzV30yd6"
2020-07-16 11:00:06+00:00,1283718045245100032,"As a city leader, @SirRichardLeese knows that there's power in a collective - you can't achieve much on your own. Listen to our brand new podcast episode right here https://t.co/gcpgxJQxmy #WBTC https://t.co/lkjLG15uqA"
2020-07-16 04:15:35+00:00,1283616243908407297,#WBTC https://t.co/WWqJJskD1b
2020-07-16 19:10:47+00:00,1283841527618265088,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]-100.00%0.000000000
[USDT-4ART]-14.90%0.083740000
[ETH-UBT]-11.60%0.001670680
[BTC-4ART]-9.64%0.000009750
[USDT-LOON]9.22%0.073450000

【10%以上】の変動!アービトラージチャンス!
#拡散希望"
2020-07-16 12:56:14+00:00,1283747270077427712,"El nuevo modelo económico y @AaveAave
#DeFi #Compound #Balancer #wBTC #Ethereum 🚀
https://t.co/qu1Myym7vH"
2020-07-17 02:19:22+00:00,1283949382744801280,"Wait till he discovers #Cardano. 

With #NiPoPoW and #NiPoPoS, the act of switching will be so seamless that you wouldn’t even notice your #BTC got wrapped into a #Cardano’s #wBTC and now can enjoy the capabilities that the bitcoin network could never offer. 

$ADA #SKY #SKY2 https://t.co/sM4tW6IFYq"
2020-07-17 14:06:57+00:00,1284127453049319426,#WBTC https://t.co/y3SuGUDuDY
2020-07-17 15:05:50+00:00,1284142270845861888,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[BTC-WBTC]-100.00%0.000000000
[USDT-UCT]9.60%0.029570000
[BTC-EDG]5.05%0.000001040

【30%以上】大変動です！！
#拡散希望"
2020-07-18 21:29:43+00:00,1284601265490669569,"Over $100 Million USD in #wBTC is on #Ethereum network. That is well over 11,000 #BTC locked for #wBTC

#ETH $ETH #Bitcoin #Crypto #Cryptocurrency https://t.co/DtLAkxx0Ha"
2020-07-18 20:26:33+00:00,1284585370676416512,"168 #WBTC ($1,548,133) transferred from #ddex to #Aave: Lending Pool Core

Tx: https://t.co/KkeEL2f68y"
2020-07-18 10:05:31+00:00,1284429082848108546,"Wise words from our latest #WBTC guest, @SirRichardLeese. Catch up on our brand new episode right here https://t.co/9Z5rgLRvZq https://t.co/7hix8UyIAn"
2020-07-18 15:35:51+00:00,1284512215186337793,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[BTC-WBTC]8.24%1.028286150
[USDT-BTT]-7.45%0.000360020"
2020-07-19 19:12:43+00:00,1284929177917902849,"285 #WBTC ($2,602,125) transferred from #ddex to #Aave: Lending Pool Core

Tx: https://t.co/eTIJrRTmxJ"
2020-07-19 21:50:35+00:00,1284968904830316544,#wbtc https://t.co/8vhAq1XIKu
2020-07-19 11:50:51+00:00,1284817977804681217,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[BTC-WBTC]8.24%1.028286360
[USDT-PMA]-6.55%0.000112000"
2020-07-19 09:01:43+00:00,1284775415949778944,#wbtc https://t.co/oL0pvz8TLg
2020-07-19 03:30:10+00:00,1284691975686336512,#wbtc https://t.co/LnCd9uliY4
2020-07-19 23:49:09+00:00,1284998746703458304,#wbtc https://t.co/tbTRDlLwMZ
2020-07-20 17:27:50+00:00,1285265170055548928,"Today's crypto prices 
#cryptotrends #cryptocurrency #cryprotrading #crypto #digitalmoney #bitcoin #ethereum #wbtc #eos #stellar https://t.co/vfln7iWKwP"
2020-07-20 12:45:58+00:00,1285194236673945600,"#仮想通貨 #WBTC
Bittrex高騰/暴落 速報(5分前価格と比較)
[ETH-WBTC]-100.00%0.000000000
[BTC-VANY]-9.09%0.000000100
[BTC-XMY]8.33%0.000000130
[BTC-SPHR]-8.25%0.000004560
[USDT-DEP]-7.96%0.007980000

【30%以上】大変動です！！
#拡散希望"
2020-07-21 08:27:44+00:00,1285491640337969153,"11/ Ranking: #BTC-Pegged Token
-  BTC-pegged tokens on Ethereum: 
#WBTC, #sBTC, #renBTC, #HBTC, #imBTC, #BTC++, #pBTC (more to come)
https://t.co/L3pi8fHVtm https://t.co/6BeGirMEmU"
2020-07-21 19:20:09+00:00,1285655825307107331,"543 #WBTC ($5,103,952) transferred from anonymous wallet to anonymous wallet

Tx: https://t.co/6OxS2v0cS7"
2020-07-21 11:16:51+00:00,1285534197327654912,#WhiteBitcoincryptocurrency #WBTC https://t.co/2PjN4BHUhX
